id	source	abbreviation	unit	concept_id_omop_grouped	concept_name
2454	LABfi	b-para-o	Lomake	NA	NA
2454	LABfi_TMP	b-para-0	NA	NA	NA
2455	LABfi	f-para-o	Lomake	3003327	Ova and parasites identified in Stool by Light microscopy
2456	LABfi	-para-o	Lomake	NA	NA
2457	LABfi	fs-pth	pmol/l	NA	NA
2458	LABfi	pt-pth-r	Lomake	NA	NA
2459	LABfi	s-psolab	Titteri	3008717	Parietal cell Ab [Titer] in Serum
2460	LABfi	bm-pas-vr	Lomake	NA	NA
2461	LABfi	l-pas-vr	Lomake	NA	NA
2462	LABfi	s-pastab	Titteri	NA	NA
2463	LABfi	f-soke-o	Lomake	NA	NA
2464	LABfi	fs-pepsin1	ug/l	3033888	Pepsinogen I [Mass/volume] in Serum or Plasma
2464	LABfi_TMP	p-pepsin1	ug/l	NA	NA
2464	LABfi_TMP	s-pepsin1	ug/l	NA	NA
2465	LABfi	fs-pepsin2	ug/l	NA	NA
2466	LABfi	b-perklet	Lomake	NA	NA
2467	LABfi	pt-perkl-r	Lomake	NA	NA
2468	LABfi	am-pero	U/l	NA	NA
2469	LABfi	bm-pero-vr	Lomake	NA	NA
247	LABfi_TKU	hiirensee	NA	NA	NA
247	LABfi_TMP	u-ph	NA	NA	NA
2470	LABfi	l-pero-vr	Lomake	NA	NA
2471	LABfi	s-bopeab	Titteri	3025018	Bordetella pertussis Ab [Titer] in Serum
2472	LABfi	-bopevi	Lomake	NA	NA
2473	LABfi	b-pvk	Lomake	40761511	CBC panel - Blood by Automated count
2474	LABfi	b-pvk+t	Lomake	40761511	CBC panel - Blood by Automated count
2474	LABfi_HUS	b-pvkt	NA	40761511	CBC panel - Blood by Automated count
2474	LABfi_TMP	b-pvk	NA	NA	NA
2475	LABfi	b-pvk+tkd	Lomake	40758558	Short blood count panel - Blood
2476	LABfi	s-rickab	Titteri	NA	NA
2477	LABfi	am-pintjän	Lomake	NA	NA
248	LABfi_TKU	vuohenepi	NA	NA	NA
2480	LABfi	pt-pvol	ml/kg	NA	NA
2481	LABfi	s-stpnab	Lomake	3006358	Streptococcus pneumoniae Ab [Presence] in Serum
2481	LABfi_TMP	s-pne-ab	NA	NA	NA
2482	LABfi	-pncavr	Lomake	NA	NA
2483	LABfi	s-plihab	Titteri	NA	NA
2483	LABfi_TMP	s-plih-ab	TITTERI	NA	NA
2484	LABfi	s-poliab	Lomake	NA	NA
2484	LABfi_TMP	-pcc-o	NA	NA	NA
2484	LABfi_TMP	s-pol-ab	titteri	NA	NA
2485	LABfi	du-pbg	umol	3020207	Porphobilinogen [Moles/time] in 24 hour Urine
2486	LABfi	u-pbg	umol/l	NA	NA
2487	LABfi	u-pbg-o	Lomake	NA	NA
2487	LABfi_TMP	u-pbg -o	Arvio	NA	NA
2488	LABfi	du-porf	nmol	3039542	Porphyrins [Moles/time] in 24 hour Urine
2489	LABfi	f-porf	nmol/g	40759632	Porphyrins [Mass/mass] in Stool
24896	LABfi_TMP	-infanho	NA	3032475	Influenza virus A RNA [Presence] in Isolate by NAA with probe detection
24897	LABfi_TMP	-adennho	NA	40763314	Adenovirus DNA [Presence] in Isolate by NAA with probe detection
249	LABfi_TKU	lampaanep	NA	NA	NA
2490	LABfi	u-porf	nmol/l	3042628	Porphyrins [Moles/volume] in Urine
2491	LABfi_TKU	e-porf-o	NA	NA	NA
2491	LABfi_TMP	e-porf-o	Lausunto	NA	NA
2492	LABfi	f-porf-o	Lomake	NA	NA
2493	LABfi	u-porf-o	Lomake	NA	NA
2493	LABfi_TMP	du-porf-o	nmol	NA	NA
2493	LABfi_TMP	u-porf -o	Arvio	NA	NA
2494	LABfi	s-prealb	mg/l	3013742	Prealbumin [Mass/volume] in Serum or Plasma
24940	LABfi_TMP	f-noronho	NA	NA	NA
2495	LABfi	du-pregnd	umol	NA	NA
2496	LABfi	u-pregnd	umol/l	NA	NA
2497	LABfi	du-pregnt	umol	NA	NA
2498	LABfi	u-pregnt	umol/l	NA	NA
2499	LABfi	s-primid	umol/l	NA	NA
25	LABfi_TMP	fs-rf	NA	NA	NA
250	LABfi_HUS	pt-ibzm	NA	NA	NA
250	LABfi_TKU	ankanhöyh	NA	NA	NA
250	LABfi_TMP	u-gluk	NA	NA	NA
2500	LABfi	p-fv	Lomake	3005757	Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay
25000	LABfi_TKU	s-respabg	NA	NA	NA
25001	LABfi_TKU	li-respabg	NA	NA	NA
25002	LABfi_TKU	s-hvrab	NA	NA	NA
25003	LABfi_TKU	li-hvrab	NA	NA	NA
2501	LABfi	du-prog	nmol	NA	NA
25011	LABfi_TKU	s-hbe	NA	NA	NA
25013	LABfi_TKU	koronanho	NA	NA	NA
25015	LABfi_TKU	s-hbvryhmä	NA	NA	NA
2502	LABfi	s-prog	nmol/l	3005082	Progesterone [Moles/volume] in Serum or Plasma
2503	LABfi	fs-c-pept	nmol/l	3032836	C peptide [Moles/volume] in Serum or Plasma --fasting
2503	LABfi_TMP	s-c-pept	nmol/l	NA	NA
25032	LABfi_TKU	vir,tutk	NA	NA	NA
2504	LABfi	p-prokad	umol/l	NA	NA
2504	LABfi_TMP	ikäriski	NA	NA	NA
25043	LABfi_TKU	li-parvab	NA	NA	NA
25044	LABfi_TKU	li-parvabg	NA	NA	NA
25045	LABfi_TKU	li-parvabm	NA	NA	NA
25047	LABfi_TKU	infnho	NA	NA	NA
25049	LABfi_TKU	infbnho	NA	46235759	Influenza virus B RNA [Presence] in Nasopharynx by NAA with probe detection
2505	LABfi	s-prokad	umol/l	NA	NA
25050	LABfi_TKU	s-hs1-2abg	NA	NA	NA
25050	LABfi_TMP	s-hs1-2abg	NA	NA	NA
25051	LABfi_TKU	rsvnho	NA	3044254	Respiratory syncytial virus RNA [Presence] in Specimen by NAA with probe detection
25052	LABfi_TKU	hmpvnho	NA	3042194	Human metapneumovirus RNA [Presence] in Specimen by NAA with probe detection
25053	LABfi_TMP	lihs1-2abg	NA	NA	NA
25055	LABfi_TKU	p-povnho	NA	NA	NA
25058	LABfi_TKU	li-ebvnh	NA	NA	NA
2506	LABfi	p-fvii	Lomake	3011547	Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay
2507	LABfi	s-prl	nmol/l	3021387	Prolactin [Units/volume] in Serum or Plasma
25070	LABfi_TMP	s-prl	mU/l	NA	NA
2508	LABfi	s-prlrih	Lomake	NA	NA
2509	LABfi	p-pg	Lomake	NA	NA
251	LABfi_TKU	rotta	NA	NA	NA
251	LABfi_TMP	u-prot-o	Arvio	NA	NA
2510	LABfi	p-protsul	Lomake	NA	NA
2511	LABfi	af-prot	g/l	NA	NA
2512	LABfi	as-prot	g/l	3002331	Protein [Mass/volume] in Peritoneal fluid
2513	LABfi	du-prot	mg	3020876	Protein [Mass/time] in 24 hour Urine
25130	LABfi_TMP	du-prot	g	3020876	Protein [Mass/time] in 24 hour Urine
2514	LABfi	li-prot	mg/l	3019473	Protein [Mass/volume] in Cerebral spinal fluid
2515	LABfi	pf-prot	g/l	3003434	Protein [Mass/volume] in Pleural fluid
2516	LABfi	s-prot	g/l	3020630	Protein [Mass/volume] in Serum or Plasma
2517	LABfi	se-prot	mg/l	NA	NA
2518	LABfi	sy-prot	mg/l	3036670	Protein [Mass/volume] in Synovial fluid
2519	LABfi	u-prot	g/l	3037121	Protein [Mass/volume] in Urine
25190	LABfi_TMP	u-prot	g/l	3037121	Protein [Mass/volume] in Urine
252	LABfi_TKU	hiiri	NA	NA	NA
252	LABfi_TMP	u-amyl	NA	NA	NA
2520	LABfi	du-prot-fr	Lomake	21494890	Protein electrophoresis panel - 24 hour Urine
2521	LABfi	li-prot-fr	Lomake	3004268	Protein electrophoresis panel - Cerebral spinal fluid
2522	LABfi	s-prot-fr	Lomake	3004588	Protein electrophoresis panel - Serum or Plasma
2523	LABfi	u-prot-fr	Lomake	3044927	Protein electrophoresis panel - Urine
2524	LABfi	li-iep	Lomake	3004268	Protein electrophoresis panel - Cerebral spinal fluid
2525	LABfi	s-iep	Lomake	3004588	Protein electrophoresis panel - Serum or Plasma
2525	LABfi_TMP	ts-resepto	NA	NA	NA
2526	LABfi	u-iep	Lomake	3044927	Protein electrophoresis panel - Urine
2527	LABfi	af-prot-o	Lomake	NA	NA
2528	LABfi	li-prot-o	Lomake	NA	NA
2529	LABfi	u-prot-o	Lomake	3021601	Nitrite [Presence] in Urine by Test strip
253	LABfi_TKU	kalkk.höyh	NA	NA	NA
253	LABfi_TMP	u-gluk-o	Arvio	NA	NA
2530	LABfi	s-pbri1	Lomake	NA	NA
2531	LABfi	s-pbri2	Lomake	NA	NA
25317	LABfi_TMP	sa-hla-d	Lausunto	NA	NA
2532	LABfi	s-pbri3	Lomake	NA	NA
2533	LABfi	s-pbri4	Lomake	NA	NA
25353	LABfi_TMP	b-kird	NA	NA	NA
2536	LABfi	f-pporf	nmol/g	NA	NA
2537	LABfi	b-pporf	Lomake	NA	NA
2537	LABfi_TMP	e-pporf	nmol/l	NA	NA
2538	LABfi	f-pporf-o	Lomake	NA	NA
2539	LABfi	e-pporf-o	Lomake	NA	NA
254	LABfi_TKU	kanarialin	NA	NA	NA
2540	LABfi	ly-pporfox	Lomake	NA	NA
2541	LABfi	s-protrip	umol/l	NA	NA
2542	LABfi	p-fii	Lomake	3005353	Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay
2543	LABfi	p-fiikons	Lomake	NA	NA
2544	LABfi	pt-prot-cl	Lomake	NA	NA
2547	LABfi	p-fxi	Lomake	3001850	Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay
2548	LABfi	pt-puk-akg	Lomake	NA	NA
2549	LABfi	pt-puk-car	Lomake	NA	NA
2550	LABfi	pt-puk-jug	Lomake	NA	NA
2551	LABfi	pt-puk-per	Lomake	NA	NA
2552	LABfi	s-tbeabg	Lomake	42868417	European tick borne encephalitis virus IgG Ab [Presence] in Serum by Immunoassay
2553	LABfi	s-tbeabm	Lomake	42868414	European tick borne encephalitis virus IgM Ab [Presence] in Serum by Immunoassay
2554	LABfi	b-pyruv	umol/l	3011048	Pyruvate [Moles/volume] in Blood
2555	LABfi	p-pyruv	umol/l	NA	NA
2556	LABfi	e-pk	U/g_Hb	NA	NA
2557	LABfi	s-cobuab	Lomake	3019768	Coxiella burnetii Ab [Presence] in Serum
2557	LABfi_TMP	s-qfevab	titteri	NA	NA
256	LABfi_TKU	minkki	NA	NA	NA
2560	LABfi	df-rasvah	mmol	NA	NA
2561	LABfi	fs-ffa	mmol/l	NA	NA
2561	LABfi_TMP	s-ffa	mmol/l	NA	NA
2562	LABfi	f-rasva-o	Lomake	NA	NA
2563	LABfi	pt-fe-r1	Lomake	NA	NA
2565	LABfi	fs-tibc	umol/l	NA	NA
2566	LABfi	fs-fe	umol/l	3022948	Iron [Moles/volume] in Serum or Plasma
2567	LABfi	u-fe	umol/l	3043701	Iron [Moles/volume] in Urine
2568	LABfi	pt-fe-ek	Lomake	NA	NA
2569	LABfi	e-fe-in	Lomake	NA	NA
257	LABfi_TKU	naudseealb	NA	NA	NA
2570	LABfi	e-fe-vr	Lomake	NA	NA
2571	LABfi	pt-fe-vaih	Lomake	NA	NA
2573	LABfi	p-rekalsi	s	NA	NA
2574	LABfi	fs-renin	mg/l/h	NA	NA
2574	LABfi_TMP	p-reniini	ug/l/h	NA	NA
2574	LABfi_TMP	p-renin	ug/l/h	NA	NA
2575	LABfi	ts-res	Lomake	NA	NA
2577	LABfi_TMP	-rsvag	NA	NA	NA
2579	LABfi	-rvirag	Lomake	3001684	NA
2580	LABfi	s-retaba	Lomake	NA	NA
2581	LABfi	b-retik	E9/l	3023520	Reticulocytes [#/volume] in Blood
25810	LABfi_TMP	b-retik	10E9/l	3023520	Reticulocytes [#/volume] in Blood
2582	LABfi	e-retik	%	3027945	Reticulocytes/100 erythrocytes in Blood
2583	LABfi	s-rbp	mg/l	NA	NA
2584	LABfi_TKU	fs-rf-o	NA	NA	NA
2585	LABfi	s-rfwaro	Titteri	NA	NA
2587	LABfi	e-rh	Lomake	NA	NA
2588	LABfi	e-rh-ty	Lomake	NA	NA
259	LABfi_TKU	kaninseer	NA	NA	NA
2592	LABfi_HUS	s-rh-ab	NA	NA	NA
2592	LABfi_TMP	s-rh-ab	Arvio	NA	NA
2593	LABfi	s-rnaab	Titteri	NA	NA
2594	LABfi	f-rotaag	Lomake	NA	NA
2594	LABfi_TMP	f-rot-ag	arvio	NA	NA
2596	LABfi_TMP	s-rot-ab	TITTERI	NA	NA
2597	LABfi	pt-esoper	Lomake	NA	NA
2598	LABfi	pt-esophpm	Lomake	NA	NA
2599	LABfi	af-sakka	Lomake	NA	NA
26	LABfi_TMP	lausunto	NA	NA	NA
2600	LABfi_TKU	u-sakka	NA	NA	NA
26005	LABfi_HUS	p-fidd	NA	NA	NA
26007	LABfi_HUS	u-tryp2-o	NA	NA	NA
26008	LABfi_HUS	b-chkgluk	NA	NA	NA
2601	LABfi	ts-sakraas	Lomake	NA	NA
26011	LABfi_HUS	li-lisä	NA	NA	NA
26015	LABfi_HUS	lähete	NA	NA	NA
26018	LABfi_HUS	myrkkyveri	NA	NA	NA
2602	LABfi	e-sakkhem	Lomake	NA	NA
26020	LABfi_HUS	b-cadasil	NA	NA	NA
26021	LABfi_HUS	s-e1-ms	NA	NA	NA
26022	LABfi_HUS	s-e1-ms-r	NA	NA	NA
26023	LABfi_HUS	s-e2est	NA	NA	NA
26024	LABfi_HUS	s-e2est-r	NA	NA	NA
26025	LABfi_HUS	s-e2-r	NA	NA	NA
26026	LABfi_HUS	s-testo-r	NA	NA	NA
26028	LABfi_HUS	ts-e1-ms-r	NA	NA	NA
26029	LABfi_HUS	ts-e2	NA	NA	NA
2603	LABfi	pt-sakk-r	Lomake	NA	NA
26030	LABfi_HUS	ts-e2est	NA	NA	NA
26031	LABfi_HUS	ts-e2est-r	NA	NA	NA
26032	LABfi_HUS	ts-e2-r	NA	NA	NA
26033	LABfi_HUS	ts-testo	NA	NA	NA
26034	LABfi_HUS	ts-testo-r	NA	NA	NA
2604	LABfi	s-salis	umol/l	3017950	Salicylates [Moles/volume] in Serum or Plasma
2605	LABfi	u-salis	umol/l	NA	NA
2606	LABfi	u-salis-o	Lomake	NA	NA
2607	LABfi	s-salmab	Titteri	3036071	Salmonella sp Ab [Titer] in Serum
2608	LABfi	f-salmvi	Lomake	3004716	Salmonella sp identified in Stool by Organism specific culture
2609	LABfi	s-saptab	Titteri	NA	NA
261	LABfi_TKU	chinchilla	NA	NA	NA
261	LABfi_TMP	-kskäynt	NA	NA	NA
2610	LABfi	s-schiab	Titteri	3032642	Schistosoma sp Ab [Titer] in Serum
2611	LABfi	-schi-o	Lomake	NA	NA
2611	LABfi_TMP	u-schi-o	NA	NA	NA
2612	LABfi	-sekrett	Lomake	NA	NA
2613	LABfi	p-sekr	pmol/l	NA	NA
2614	LABfi	pt-sekr-r1	Lomake	NA	NA
2614	LABfi_TMP	pt-sekr-r	NA	NA	NA
2615	LABfi	du-se	umol/l	NA	NA
2616	LABfi	s-se	umol/l	NA	NA
2616	LABfi_TMP	p-se	umol/l	NA	NA
2617	LABfi	u-se	umol/l	NA	NA
2618	LABfi	am-sfingom	Lomake	NA	NA
2619	LABfi	s-shigab	Titteri	NA	NA
26194	LABfi_TMP	-infbnho	NA	3024794	Haemophilus influenzae B DNA [Presence] in Specimen by NAA with probe detection
26199	LABfi_TMP	-pinfnho	NA	40764126	Parainfluenza virus RNA [Presence] in Specimen by NAA with probe detection
262	LABfi_TKU	aavikkohii	NA	NA	NA
2620	LABfi	f-shigvi	Lomake	42529406	Shigella sp [Presence] in Stool by Culture
2621	LABfi	u-sial-o	Lomake	NA	NA
2623	LABfi_TMP	s-kud-ab	titteri	NA	NA
2624	LABfi	f-side-o	Lomake	NA	NA
2625	LABfi	li-siderof	Lomake	NA	NA
2626	LABfi	s-sperab	Titteri	NA	NA
2627	LABfi	pt-sper-1	Lomake	NA	NA
2628	LABfi	pt-sper-2	Lomake	4038314	Semen analysis, post vasectomy
2629	LABfi	pt-sper-3	Lomake	NA	NA
26291	LABfi_TMP	sp-pesu	Lausunto	NA	NA
26292	LABfi_TMP	sp-vita	Lausunto	NA	NA
26293	LABfi_TMP	sp-morf	Lausunto	NA	NA
26294	LABfi_TMP	sp-frag	Lausunto	NA	NA
26295	LABfi_TMP	sp-pak-3	Lausunto	NA	NA
26296	LABfi_TMP	sp-pak	Lausunto	NA	NA
26297	LABfi_TMP	säilytys1s	Lausunto	NA	NA
26298	LABfi_TMP	sp-säil2v	Lausunto	NA	NA
26299	LABfi_TMP	ova-pak-3	Lausunto	NA	NA
263	LABfi_TKU	kettu	NA	NA	NA
263	LABfi_TMP	u-alb-o	Arvio	NA	NA
2630	LABfi	-sienna	Lomake	NA	NA
26300	LABfi_TMP	sp-vase	Lausunto	NA	NA
26301	LABfi_TMP	al-säil1v	Lausunto	NA	NA
26301	LABfi_TMP	em-säil1v	Lausunto	NA	NA
26302	LABfi_TMP	al-säil2v	Lausunto	NA	NA
26302	LABfi_TMP	em-säil2v	Lausunto	NA	NA
26303	LABfi_TMP	säilytys1o	Lausunto	NA	NA
26304	LABfi_TMP	oo-säil2v	Lausunto	NA	NA
26305	LABfi_TMP	pt-ivf	Lausunto	NA	NA
26306	LABfi_TMP	pt-icsi	Lausunto	NA	NA
26307	LABfi_TMP	pt-pas	Lausunto	NA	NA
26308	LABfi_TMP	sp-hoito	Lausunto	NA	NA
26309	LABfi_TMP	sp-picsi	Lausunto	NA	NA
2631	LABfi	-sienvi	Lomake	3000494	Fungus identified in Specimen by Culture
26310	LABfi_TMP	oo-ca-akt	Lausunto	NA	NA
26311	LABfi_TMP	em-aha	Lausunto	NA	NA
26312	LABfi_TMP	sp-tese	Lausunto	NA	NA
26313	LABfi_TMP	sp-mtese	Lausunto	NA	NA
26314	LABfi_TMP	pt-etliuos	Lausunto	NA	NA
26315	LABfi_TMP	em-viliuos	Lausunto	NA	NA
26316	LABfi_TMP	ov-pak	Lausunto	NA	NA
26317	LABfi_TMP	ov-sul	Lausunto	NA	NA
26318	LABfi_TMP	oo-pak	Lausunto	NA	NA
26319	LABfi_TMP	oo-sul	Lausunto	NA	NA
2632	LABfi	-sienvr	Lomake	NA	NA
2632	LABfi_HUS	-sien-vr	NA	NA	NA
26320	LABfi_TMP	pt-säil3v	Lausunto	NA	NA
2633	LABfi	s-paroab	Lomake	NA	NA
2634	LABfi	s-siliab	Titteri	3007566	Smooth muscle Ab [Titer] in Serum
2636	LABfi	b-zn	umol/l	3020717	Zinc [Moles/volume] in Serum or Plasma
2637	LABfi	du-zn	umol	3018730	Zinc [Moles/time] in 24 hour Urine
2638	LABfi	li-zn	umol/l	NA	NA
2639	LABfi	p-zn	umol/l	3020717	Zinc [Moles/volume] in Serum or Plasma
2639	LABfi_TMP	s-zn	umol/l	NA	NA
264	LABfi_TMP	palvelu	NA	NA	NA
2640	LABfi	sp-zn	mmol/l	NA	NA
26400	LABfi_TMP	muuosoite	NA	NA	NA
26401	LABfi_TMP	vos	NA	NA	NA
26402	LABfi_TMP	los	NA	NA	NA
26403	LABfi_TMP	tos	NA	NA	NA
26404	LABfi_TMP	msit	NA	NA	NA
26405	LABfi_TMP	suolseul	NA	NA	NA
2643	LABfi	b-morfo	Lomake	3000093	Morphology [Interpretation] in Blood Narrative
2644	LABfi	f-soke-fr	Lomake	NA	NA
2645	LABfi	s-soke-fr	Lomake	NA	NA
2646	LABfi	u-soke-fr	Lomake	NA	NA
26466	LABfi_TMP	-ncovnho	NA	586526	SARS-CoV-2 (COVID-19) RNA [Presence] in Nasopharynx by NAA with probe detection
2648	LABfi	u-soke-o	Lomake	NA	NA
2649	LABfi	u-solerit	Lomake	NA	NA
265	LABfi_TKU	riisi	NA	NA	NA
265	LABfi_TMP	näytt.otto	NA	NA	NA
2650	LABfi	af-solut	E6/l	NA	NA
2651	LABfi	as-solut	E6/l	3044007	Cell count panel - Peritoneal fluid
2652	LABfi	dj-solut	E6/l	NA	NA
2653	LABfi	ex-solut	E6/l	NA	NA
2654	LABfi	gj-solut	E6/l	NA	NA
2655	LABfi	li-solut	E6/l	3044290	Cell count panel - Cerebral spinal fluid
2656	LABfi	ns-solut	E6/l	NA	NA
2657	LABfi	pf-solut	E6/l	3045788	Cell count panel - Pleural fluid
2658	LABfi	sy-solut	E6/l	3044941	Cell count panel - Synovial fluid
2659	LABfi	p-sommed	pmol/l	NA	NA
266	LABfi_TKU	seesam.sie	NA	NA	NA
266	LABfi_TMP	erit.n.ott	NA	NA	NA
2660	LABfi	s-sommed	pmol/l	NA	NA
2661	LABfi	s-ghrih	pmol/l	NA	NA
2662	LABfi	s-sd	U/l	NA	NA
2663	LABfi	am-spektri	Lomake	NA	NA
2664	LABfi	li-spektri	Lomake	NA	NA
2665	LABfi	-leptna	Lomake	NA	NA
2666	LABfi	-leptvi	Lomake	NA	NA
2667	LABfi	-leptvr	Lomake	NA	NA
2669	LABfi	pt-spirom	Lomake	4133840	Spirometry
267	LABfi_TKU	tattari	NA	NA	NA
267	LABfi_TMP	toim.-koe	NA	NA	NA
2670	LABfi	pt-spirmvv	Lomake	NA	NA
2671	LABfi	pt-spiromd	Lomake	NA	NA
2672	LABfi	pt-spiromp	Lomake	NA	NA
2676	LABfi	pt-spirtil	Lomake	NA	NA
2680	LABfi	pt-fvspiro	Lomake	NA	NA
2682	LABfi	pt-fvspird	Lomake	NA	NA
2684	LABfi	pt-fvspirp	Lomake	NA	NA
269	LABfi_TKU	s-timo-abg	NA	NA	NA
2690	LABfi_HUS	pt-brdil	NA	NA	NA
2697	LABfi	-stapvi	Lomake	NA	NA
2698	LABfi	-sterkon	Lomake	NA	NA
2699	LABfi	-strag	Lomake	NA	NA
27	LABfi_TMP	kommentti	NA	NA	NA
270	LABfi_TKU	valko.papu	NA	NA	NA
2700	LABfi	s-strdnab	Titteri	3001475	Streptococcal DNAse B [Titer] in Serum
2701	LABfi	s-streab	Titteri	NA	NA
2703	LABfi	ps-strvi	Lomake	3024135	Streptococcus.beta-hemolytic [Presence] in Throat by Organism specific culture
2704	LABfi	p-fx	Lomake	3004409	Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay
2705	LABfi	s-subst-p	pmol/l	NA	NA
2706	LABfi	bm-suda-vr	Lomake	NA	NA
2707	LABfi	l-suda-vr	Lomake	NA	NA
2708	LABfi	af-suhti	kg/l	NA	NA
2709	LABfi	as-suhti	kg/l	NA	NA
271	LABfi_TKU	parapähkin	NA	NA	NA
271	LABfi_TMP	pt-krea-cl	NA	NA	NA
2710	LABfi	du-suhti	kg/l	NA	NA
2711	LABfi	li-suhti	kg/l	NA	NA
2712	LABfi	nu-suhti	kg/l	NA	NA
2713	LABfi	pf-suhti	kg/l	NA	NA
2714	LABfi	sy-suhti	kg/l	NA	NA
2715	LABfi	u-suhti	kg/l	3019150	Specific gravity of Urine by Refractometry
2716	LABfi	-xykrom	Lomake	NA	NA
2717	LABfi	b-hb-smet	%	NA	NA
2718	LABfi	s-sulfam	mg/l	NA	NA
272	LABfi_TKU	manteli	NA	NA	NA
272	LABfi_TMP	sy-gran	%	NA	NA
272	LABfi_TMP	sy-neut+eo	%	NA	NA
2720	LABfi	u-syanid	Lomake	NA	NA
2721	LABfi	s-sydlab	Titteri	NA	NA
2721	LABfi_TMP	s-sydl-ab	TITTERI	NA	NA
2722	LABfi	du-camp	umol	NA	NA
2723	LABfi	p-camp	nmol/l	NA	NA
2724	LABfi	u-camp	umol/l	NA	NA
2725	LABfi	s-sylrab	Titteri	NA	NA
2725	LABfi_HUS	s-sylr-ab	NA	NA	NA
2725	LABfi_TMP	s-sylr-ab	titteri	NA	NA
2726	LABfi	pt-syaika	Lomake	NA	NA
2727	LABfi	s-cmvab	Lomake	3010130	NA
2728	LABfi	u-cmvvi	Lomake	NA	NA
2729	LABfi	l-sytotok	Lomake	NA	NA
273	LABfi_TKU	taskurapu	NA	NA	NA
2730	LABfi	-sasc-o	Lomake	NA	NA
2731	LABfi	s-tl	Lomake	NA	NA
2732	LABfi	s-teikab	Titteri	3026480	Teichoate Ab [Titer] in Serum
2733	LABfi	s-teofy	umol/l	3018851	Theophylline [Moles/volume] in Serum or Plasma
2735	LABfi	s-testo	nmol/l	3017446	Testosterone [Moles/volume] in Serum or Plasma
2736	LABfi	s-testo-v	Lomake	3018301	Testosterone Free [Moles/volume] in Serum or Plasma
2737	LABfi	s-shbg	nmol/l	3004248	Sex hormone binding globulin [Moles/volume] in Serum or Plasma
2737	LABfi_TMP	5-shbg	nmol/l	NA	NA
2738	LABfi	s-clteab	Lomake	3035407	Clostridium tetani toxoid Ab [Presence] in Serum
274	LABfi_TKU	sianliha	NA	NA	NA
2743	LABfi	s-tiosyan	mmol/l	3014171	Thiocyanate [Moles/volume] in Serum or Plasma
2744	LABfi	s-tob	mg/l	3035509	Tobramycin [Mass/volume] in Serum or Plasma
2744	LABfi_TMP	s-tobra	mg/l	NA	NA
27440	LABfi_TMP	s-tob	mg/l	NA	NA
2745	LABfi_TMP	s-toxo-ab	NA	NA	NA
2749	LABfi	s-toxoabg	Lomake	3024995	Toxoplasma gondii IgG Ab [Presence] in Serum
275	LABfi_TKU	naudanliha	NA	NA	NA
275	LABfi_TMP	s-li	NA	NA	NA
2750	LABfi	s-toxoabm	Lomake	3034844	Toxoplasma gondii IgM Ab [Presence] in Serum
2751	LABfi	-toxovi	Lomake	NA	NA
2753	LABfi	pt-tolb-r	Lomake	NA	NA
2754	LABfi	f-toukka	Lomake	NA	NA
2755	LABfi	du-transf	mg	44816868	Transferrin [Mass/time] in 24 hour Urine
2756	LABfi	fs-transf	g/l	3004789	Transferrin [Mass/volume] in Serum or Plasma
2757	LABfi	u-transf	mg/l	3007886	Transferrin [Mass/volume] in Urine
2758	LABfi	s-cbg	nmol/l	NA	NA
2759	LABfi	s-tpha	Titteri	3019539	Treponema pallidum Ab [Titer] in Serum by Hemagglutination
276	LABfi_TKU	peruna	NA	NA	NA
276	LABfi_TMP	fp-laktaat	NA	NA	NA
2761	LABfi_TKU	pt-trh-lrh	NA	NA	NA
2761	LABfi_TMP	pt-trh-lrh	NA	NA	NA
2762	LABfi	pt-trh-r1	Lomake	NA	NA
2763	LABfi	pt-trh-r2	Lomake	NA	NA
2764	LABfi	fl-trihina	Lomake	NA	NA
2764	LABfi_HUS	fl-tricna	NA	NA	NA
2764	LABfi_TMP	fl-trichna	NA	NA	NA
2765	LABfi	f-tricna	Lomake	NA	NA
2766	LABfi	fl-trihivi	Lomake	NA	NA
2766	LABfi_HUS	fl-tricvi	NA	NA	NA
2769	LABfi	as-trigly	mmol/l	NA	NA
277	LABfi_TKU	kookospähk	NA	NA	NA
2770	LABfi	fs-trigly	mmol/l	3025839	Triglyceride [Moles/volume] in Serum or Plasma
2770	LABfi_TMP	fp-trigly	mmol/l	NA	NA
2771	LABfi	pf-trigly	mmol/l	3042010	Triglyceride [Moles/volume] in Pleural fluid
2772	LABfi	s-t3	nmol/l	3008304	Triiodothyronine (T3) [Moles/volume] in Serum or Plasma
2773	LABfi	pt-t3sup-r	Lomake	NA	NA
2774	LABfi	s-t3r	nmol/l	NA	NA
2775	LABfi	s-t3-v	pmol/l	3026989	Triiodothyronine (T3) Free [Moles/volume] in Serum or Plasma
2776	LABfi	s-t3u	%	NA	NA
2777	LABfi	s-trspab	Titteri	3002814	Trichinella spiralis Ab [Titer] in Serum
2777	LABfi_TMP	s-trikab	LAUSUNT	NA	NA
2778	LABfi	u-tca	Lomake	NA	NA
2779	LABfi	u-tca-o	Lomake	NA	NA
278	LABfi_TKU	sinisimpuk	NA	NA	NA
2780	LABfi	u-tcetoh	Lomake	NA	NA
